positionX,positionY,positionZ,velocityX,velocityY,velocityZ,mass
-0.09081,-0.38306,-4.87403,-0.000194696,0.000368904,0.000395911,33.082300000000004
4.52144,-2.87362,4.94281,-0.00042972400000000003,-0.000414766,-0.00026786599999999996,44.4547
-1.15557,0.6723,-1.8078,0.000467383,-7.0094e-05,0.00010197400000000001,20.314899999999998
2.06054,-1.57144,-4.49496,0.00038096399999999997,-0.00016800299999999998,5.245300000000001e-05,22.889200000000002
-2.2856,-2.42278,-2.28779,-0.000234171,0.00012925500000000002,0.00018972,18.750700000000002
-0.63391,3.06251,3.91917,-0.00028956,0.000191624,-0.000123071,38.4324
3.17908,0.89433,-1.50868,4.6985e-05,0.000425765,-0.000101392,16.8612
-0.51455,4.19656,1.33756,-0.000107277,-0.000257572,0.000256964,6.6514
-0.39625,-0.51121,-2.86395,9.5873e-05,-0.00011573800000000001,2.0729e-05,43.9632
1.42454,-1.68913,-3.88556,-0.00022602799999999997,0.000182934,-8.108e-06,23.3807
4.05192,2.06735,-2.07051,-2.6331e-05,-0.00022509399999999998,0.000130267,8.275
-3.91646,-0.95381,-0.45716,0.000324173,-7.5869e-05,0.00010858399999999999,20.238100000000003
4.74907,-3.84343,-3.23115,-0.00041970099999999997,0.000225891,0.000424426,35.7571
2.75957,-4.50727,2.23516,-0.00045331,0.000190641,-0.00048545299999999995,39.179
-1.16794,0.79828,4.99102,0.00043945100000000005,-0.000294126,3.6677e-05,17.4756
-1.11277,-1.21951,3.11205,-0.0002669,4.5794e-05,-9.467299999999999e-05,20.1496
1.48599,4.12127,3.00336,0.00040167400000000003,9.0988e-05,-0.000340109,11.2275
-1.98685,2.69868,2.59483,0.000200956,-0.00044044299999999994,0.00029526,19.671499999999998
-2.33551,1.85657,-0.15974,0.00042322,-8.894e-06,8.2031e-05,39.099
-0.31289,-4.4434,-2.15601,0.000145828,-0.000213056,9.4762e-05,48.698699999999995
-0.05666,3.87579,1.54706,-0.000395703,0.000133969,-0.00044756900000000004,8.6828
0.03438,-2.46376,4.57764,6.7972e-05,4.0076e-05,0.000476277,49.8565
-1.88971,-0.37701,-1.75436,0.00019120299999999998,0.00048398,0.00044054200000000004,48.517900000000004
0.71766,4.71107,-0.92189,0.00015925,-0.000248597,-0.000427182,28.3825
