positionX,positionY,positionZ,velocityX,velocityY,velocityZ,mass
-15.03119,9.73923,36.04759,0.000388423,0.002061819,0.001029699,35.201699999999995
-41.43597,-28.59319,31.62793,0.0013476480000000001,0.002429865,-0.001793766,25.5437
40.85105,40.90329,49.26404,-0.001008437,-0.0046833379999999996,0.003186684,246.82500000000002
-46.35786,49.66857,-12.21054,-0.0027337140000000004,-0.004252576,-0.002875326,107.4396
-47.71943,-45.08784,45.56175,-0.002774528,-0.0025376,-0.004014403,229.7694
-6.88023,16.79881,18.97993,-0.004497018,5.8565e-05,0.0018227039999999999,322.8269
26.10526,-0.83295,31.66428,0.003137105,0.004178789,-0.002274783,113.30069999999999
-6.36708,-40.40405,11.19753,-0.004268909,0.0029655470000000002,-0.000234002,41.81
21.47919,-32.42135,-24.58691,-0.00045265199999999995,0.001048382,-0.004789601,427.3333
-7.87721,5.01591,-48.97141,-0.00084254,-0.0037740720000000003,-0.000494831,126.54690000000001
8.67526,-1.66965,-30.41456,-0.001493571,-0.0014237170000000001,0.000103427,360.44710000000003
-25.71702,18.26154,-14.3752,0.004100999,-0.002002522,-0.00046954500000000003,243.2279
47.50248,1.7817,14.06318,-0.000972013,0.00021023399999999998,-0.0025572959999999997,210.59539999999998
25.40702,42.02995,30.06049,0.0045792490000000005,0.004567175000000001,-0.003131429,94.1324
9.45526,49.44159,-34.21693,0.0006420499999999999,-0.000400491,0.001603452,76.7761
44.93972,-12.34487,-39.42568,-0.002726736,0.004765945,0.001848291,167.75010000000003
41.13607,9.92512,10.88832,-0.003442458,-0.000720285,-0.003385236,122.55610000000001
26.59177,49.84761,-36.14019,-0.000661369,0.0024011980000000002,-0.0014130940000000002,474.8113
-48.98564,28.38735,7.31887,0.002042146,2.692e-05,-0.00042647000000000003,495.1121
-13.36883,26.30715,0.84416,-0.0036752409999999997,0.0030939270000000002,-0.001491159,296.5555
29.83986,16.68915,34.28059,0.001103374,-0.00041185600000000005,3.5431e-05,23.355999999999998
-12.24231,-45.74812,42.37873,-0.003690074,-0.001052669,0.003944472,65.6986
-33.46328,-34.91984,-28.05243,0.0005647369999999999,0.000458301,-0.002284827,157.67079999999999
21.83487,21.31883,-13.93506,0.0029615749999999997,-0.0016841449999999997,-0.0035084180000000006,75.1516
-14.23425,-43.61098,-41.17119,-0.002524608,-0.000324518,0.0038308500000000002,202.18959999999998
23.18762,4.80251,41.2971,0.001736535,-0.003975142,-0.003421431,192.56239999999997
41.55083,37.60948,29.14778,-0.003345376,0.0033743009999999997,0.003898803,61.320800000000006
21.10048,-19.71483,23.346,0.00492932,-0.003677622,-0.0008162280000000001,286.24739999999997
48.26525,19.57463,15.24877,0.002093132,0.003196661,0.002849978,269.7109
-0.64855,-27.9561,-1.1482,0.000362833,0.0015157389999999999,0.001179907,201.77320000000003
8.7708,-31.52856,4.20241,-0.000577779,-0.0016777329999999998,7.5197e-05,425.31730000000005
48.52601,-48.70921,48.69399,-0.00214497,-0.002082362,-0.004049337,41.0625
-6.41833,-34.97129,32.68472,0.000591321,0.003637666,0.001515248,421.5712
-48.68646,-41.98935,-14.86043,0.0010832700000000001,0.0027278800000000002,-0.002948727,261.4152
29.51052,-16.9856,-11.87612,-0.000825299,-0.00105544,0.004842232,306.3733
-49.52665,35.86976,14.04648,-0.0017964379999999998,-0.001881046,0.003634261,167.14939999999999
25.37246,-43.83809,-26.30941,0.00128126,-0.001798313,0.000469869,217.7337
16.10739,-44.53633,-5.31359,0.0035501150000000004,-0.004886916,-0.000986771,373.83450000000005
23.1685,32.11659,-41.19248,-0.003002727,-0.001918054,-0.001029451,431.56129999999996
-30.53515,-47.31963,34.24874,0.000324471,0.000381569,-0.001833277,139.2195
26.27503,3.47645,5.62051,0.0030661950000000003,-0.003787506,0.002513327,137.8311
-22.39876,-8.91253,15.98214,-4.7353e-05,0.004572644,0.000388922,107.3473
24.64031,-7.1347,37.39729,-0.0038261009999999997,-0.001371265,0.0016362059999999999,73.4545
41.70865,-45.60083,-40.2548,-0.004111465,-0.0047882689999999995,0.0032035670000000005,442.3786
43.64227,20.56086,25.07229,0.003574263,-0.001068144,0.003751075,230.8421
-17.82499,-21.20086,8.44478,0.004390718,-0.003175321,0.002074147,280.2024
-47.39378,24.51002,-25.39828,-0.0023213879999999998,0.003540937,0.003757177,297.9296
35.48542,30.46069,9.28654,0.004298638,0.003990802999999999,0.0022626400000000002,271.7396
41.42409,24.73641,3.20127,-0.003889221,-0.002078196,9.6865e-05,289.8526
-30.68835,2.07509,-9.4081,-0.003159625,0.002594652,-0.000720038,468.7179
-38.72593,16.78346,-26.62397,-0.000734114,0.00244541,0.003569191,270.7933
-10.08614,-18.84466,-7.57615,-0.0020997340000000002,0.004670716,0.002344691,357.5933
14.03208,20.2252,9.97923,0.0039631810000000005,0.003850697,0.002958706,158.8136
-39.21942,25.40826,27.23554,0.002910184,0.0013121,-0.004506832,398.0598
-25.63122,-13.20726,43.23706,0.000128911,-0.0046700479999999996,0.000317851,70.3122
-4.08936,-30.66073,45.38841,-0.001991924,-0.004773043,0.002821386,61.2762
-37.09989,-11.42867,49.62352,-0.001676191,0.004650864,-0.0036094070000000002,19.667099999999998
27.06902,15.87677,-39.0555,0.00292024,-0.0018664719999999999,-0.0010450659999999999,43.331
-43.28856,1.88637,4.8535,0.004010317,-0.001083465,0.004399832,329.4489
18.72927,17.70601,-19.96852,0.003140808,-0.001479139,-0.0023623200000000002,250.81969999999998
-34.17933,37.88038,42.58248,0.002357122,0.002207884,0.000870035,260.18059999999997
10.127,19.97796,46.60018,-0.0033367489999999995,0.004035361,-0.0048256900000000005,438.3585
-3.09848,26.28718,-11.62543,0.000842458,-0.002204579,-0.000426149,356.2477
-26.92329,44.19628,-46.12358,0.0030106580000000003,0.002534619,0.000419991,400.0996
-6.33208,37.18423,-33.31631,-0.0008285729999999999,0.002488577,-0.003347808,234.67430000000002
4.54663,-49.40965,-34.45452,-0.001153019,-0.0018879,0.002685647,108.13040000000001
36.28685,22.73407,-32.36558,0.003780691,-0.0018805959999999998,0.0023331050000000002,120.13199999999999
44.39696,-38.17915,-35.85137,-0.002875286,-0.004132867,0.000696339,163.69209999999998
10.40425,-10.59753,-26.7434,0.0034944029999999997,0.004712166,-0.004451553,289.2182
8.78386,33.47453,6.67877,-0.004561147,-0.0047365160000000005,0.001541557,168.7827
19.48463,31.28488,41.13671,-0.0015157019999999998,0.0007270439999999999,0.00324591,5.919600000000001
-12.61024,46.34231,-49.64213,-0.003035165,-0.001144997,0.00059638,67.0248
-19.89541,40.65726,-13.10349,0.003547401,-0.00107121,-0.00040730199999999996,479.51079999999996
1.86037,17.74949,18.29544,0.001050989,0.003098411,-0.003712867,382.98589999999996
-40.41614,-25.34332,10.0415,0.00307168,0.000153797,0.002610455,133.4149
-12.81941,30.53897,27.57356,-0.003371136,0.002659551,-0.0036764519999999998,481.9332
45.77239,-40.2261,16.41854,0.000466012,-0.003575341,0.003940995,34.021
-34.99761,25.06855,-22.7393,0.001410763,-0.0005114259999999999,0.0029779430000000003,126.7447
26.30107,-49.5294,-18.13028,0.000829584,0.002632772,3.1825e-05,72.4049
-27.25499,-27.96598,38.14761,-0.004277241,0.001514344,0.0038800989999999997,322.6784
-35.0127,-14.06277,12.43976,-0.003214976,0.0049008920000000004,0.003197529,303.6965
-29.41478,-10.58251,44.69835,-0.0027616510000000004,-0.000111709,-0.0019507919999999998,100.22970000000001
-33.88782,-21.26915,39.70007,0.0033787689999999998,0.004462257000000001,-0.000811623,178.56269999999998
-44.96253,27.13768,-32.36183,-0.0011167450000000002,-0.0014022190000000001,-0.004960389,248.9775
-18.33629,49.0019,-48.71861,-0.004902376,-0.004758036,-0.002552529,159.62199999999999
-17.09238,-35.66752,-30.9796,-0.00281442,-0.004723929,0.002386843,418.16560000000004
30.96878,-40.19641,-48.77101,-0.000409619,-0.004796529,0.0018784949999999998,192.34929999999997
47.91897,-1.32297,-12.58023,-0.003684877,-0.003991844,-0.00481297,309.2652
43.9836,-26.01933,17.78134,-0.0038922550000000003,0.004183379,-0.00286048,207.43089999999998
0.9422,0.33981,-38.9822,0.004019284,0.00048760700000000004,-0.000238598,224.8526
8.10151,-3.9004,18.44387,0.004223894,-0.00038460800000000004,-0.000124748,307.1074
-29.21801,-38.26429,37.51968,0.000479425,-0.004561808,-0.001409804,472.5651
-32.79207,29.69639,-14.84531,-0.001519985,-0.001797689,8.8481e-05,459.56780000000003
44.03942,28.16589,44.69363,-0.0028549029999999998,-0.003580513,0.0037991149999999996,125.46010000000001
-19.51983,-2.73884,22.73931,0.0015753289999999999,0.002210985,-0.00492101,129.9801
40.21939,7.28916,37.50414,0.000285359,-0.004771334,0.001817578,91.43430000000001
-21.08915,47.37331,32.47591,0.002532056,-0.002668273,-0.001710116,187.7108
-28.01677,-47.94911,-32.48593,0.00299308,-0.0015384180000000002,-0.0027198699999999997,165.23969999999997
-34.94139,19.11416,42.06373,0.002386278,-0.0024982150000000002,0.004876153,431.3422
6.88618,28.00381,-32.49371,0.001992955,-0.004708464,0.002109328,447.48179999999996
-7.82531,33.35227,18.72022,-0.0007443360000000001,-0.0025568,0.002530844,246.1
-26.97547,43.79543,21.7963,-0.0041733379999999995,0.004194526,0.002337181,344.408
-5.91818,-32.49213,17.51865,-0.002625399,-0.000471961,0.004679336,23.4431
21.22993,-24.20189,-43.36975,-0.002756241,-0.002935965,-0.002792038,330.011
17.62616,-29.6242,-17.03677,-0.003349266,-0.002476528,0.001109953,303.7912
-13.34027,11.73894,5.44375,0.00250302,0.002694115,0.003411544,29.6511
11.02016,13.63246,-5.27585,-0.0007134940000000001,-0.004111446,-0.004261296,110.1806
-42.18233,24.12841,40.84687,0.004543436,-0.001526082,-0.0031467870000000003,403.82779999999997
43.93504,-11.99283,40.7676,-0.004185262,0.003052683,-0.004826424,173.5537
-43.55566,-47.76417,41.53943,-0.004993455,-0.00029285600000000003,-0.00249385,397.1409
23.16593,29.05216,45.96787,-0.003725363,0.000876093,-0.0027361440000000002,23.924500000000002
-19.50725,36.79831,31.62236,-0.000122338,-0.002571133,-0.00183585,327.142
-40.57178,-10.96647,25.61254,-0.002147109,0.0006943139999999999,-0.0017699839999999998,94.20590000000001
-31.31132,25.48717,-19.73552,-0.0035837119999999997,0.000976923,0.000810163,219.6915
30.12284,37.21962,-19.15542,0.0027128309999999997,-5.7116e-05,0.00048439699999999996,120.5699
14.55496,-14.38656,-10.28825,0.001548473,0.0031174130000000003,-0.004058749,337.86679999999996
-0.87326,-17.16819,-24.47885,0.000776274,0.0041574739999999995,0.000120213,69.9413
49.05095,-36.69678,36.3005,-0.0018339279999999999,0.004069356,0.004022126,248.01670000000001
-8.31074,-32.40102,37.28043,0.002912142,-0.0022090820000000002,-0.004079885,232.4783
11.53349,34.93719,-27.23658,0.001669344,0.00368129,-0.004278946,418.2101
-47.83511,-19.28999,-35.33518,0.0016520299999999999,-0.004267582,0.003157499,343.13160000000005
-1.06206,7.40837,5.22839,-0.004008847,0.0028015229999999998,-0.001288716,179.1569
-41.78915,5.33373,32.32186,-0.00016039300000000002,0.002484245,0.000637709,302.0419
29.97826,-19.51275,-48.11081,0.004899949,0.0009004120000000001,-0.0019330089999999999,161.6619
-26.71209,21.17614,39.10965,0.0027779610000000002,0.003034563,0.003180621,249.08829999999998
10.91124,34.17978,-7.49605,0.001973885,-0.000670659,0.001383314,371.6225
-46.11653,-43.96401,8.85026,2.6898e-05,0.003859391,-0.004713089,119.0818
17.00144,-1.42783,-5.17192,0.002110513,0.004228274,0.00278571,359.25559999999996
-8.8924,4.59418,49.65619,0.002805974,-0.0022873629999999997,-0.003996045,449.15790000000004
12.50982,-14.83221,15.09907,-0.002467575,-0.004590185,-0.0020677910000000002,455.37190000000004
8.02131,-43.83806,8.30571,0.0046659100000000005,0.0039046799999999998,0.001032219,297.7675
42.82434,-9.7742,29.46218,0.000216435,-0.0008153689999999999,6.626100000000001e-05,277.7456
29.22843,-26.85499,6.80364,0.003559251,0.004464191,0.003796741,402.16740000000004
15.84761,-40.57166,22.62331,-0.004167702,0.004901307,-0.0035304119999999997,414.3268
-27.67371,-10.87014,-41.23048,-0.000570925,-0.002141651,0.004535197,171.11249999999998
-20.37549,15.36882,-12.57844,0.003256348,-0.004109172,0.000289887,393.24350000000004
38.36765,-27.19164,1.09905,0.0022871890000000002,-0.0016374369999999998,-0.001074248,448.3782
39.76064,16.79262,-33.3976,-0.004271546,-0.000517752,0.00303749,33.1116
6.15111,-21.33179,-44.82765,0.0034026269999999996,0.004305572,0.002695431,158.8646
2.46831,40.56403,24.85378,-0.004279359999999999,0.0005936499999999999,0.00011955,15.269200000000001
25.83156,31.55161,-16.72322,-0.004840288000000001,0.002626346,-0.00024667900000000003,350.4941
-44.15373,44.40734,-2.66252,0.0018854019999999998,-0.0013347699999999999,-0.004430667,105.4881
-9.68987,45.42746,-38.09179,0.000702369,0.0048929049999999995,-0.004645051,385.5329
24.81209,-6.45156,37.38567,-0.0032067770000000005,-0.003035489,0.0039242240000000005,355.35380000000004
-26.23422,-38.50583,-29.18962,-0.000387714,-0.00178103,-0.0032861170000000003,308.1507
-19.37071,27.64899,-29.12054,-0.003135494,-0.0021797889999999997,-0.00391419,243.76940000000002
0.1773,-20.9673,24.54813,0.004309171,0.000721415,0.002576587,90.20609999999999
1.99412,16.51268,-21.79795,0.001030336,0.000394128,0.001931257,17.4676
-49.55033,43.61247,15.16515,-0.0017928290000000001,-0.00434407,0.00262641,121.1562
-33.45526,7.33736,-38.61009,0.000848452,0.003530955,0.004772585,54.7893
25.33926,-30.4151,-17.62728,0.003501979,-0.004541372,0.004203996999999999,19.7308
-42.80128,32.24117,43.94634,-0.002827736,-0.000192678,-0.002957009,49.3865
18.98134,-41.34096,3.2937,-0.000995031,0.004780253,0.00040317600000000004,213.3443
-45.46222,-37.67656,14.11951,-0.00064627,-0.003913189,0.000173001,263.7402
44.55787,-37.72251,15.77161,-0.002842486,0.00364399,-0.004967166,489.59490000000005
-5.95171,20.51784,-48.39133,-5.3184e-05,-0.0034868319999999996,0.001921111,493.68699999999995
44.95125,-36.43878,39.62384,-0.003928929,0.00448602,-0.004850204,499.6935
12.45872,34.92049,-22.75257,-0.000939582,-0.001773739,-0.004575012,404.7125
-8.7552,-19.10953,-26.16564,0.000250279,-0.002149883,-0.002112422,408.06730000000005
-49.17517,-36.42973,47.95866,0.002461188,-0.002648597,-0.004998389000000001,247.1606
-38.15465,3.78894,12.64697,0.0036036090000000002,-0.004566052,0.004710463,340.2608
-33.00159,1.41206,43.12222,-0.002377494,-0.004394573,-0.004365267,267.0369
28.94814,13.45938,9.66455,-0.004822979,0.004186565000000001,-0.004366301,219.44310000000002
-27.32402,-2.55956,-32.88277,-0.002310631,0.004317194,0.004263908,359.11119999999994
0.4821,-26.61037,18.32122,0.001443641,0.004268992,-0.004810724,479.00939999999997
15.62512,-37.92235,-46.91534,-0.000330809,0.000642077,0.000698716,457.04009999999994
36.14785,-34.21521,29.6699,-0.0035671619999999996,-0.003947846,0.004357083,41.9961
-20.39485,-16.76996,-43.18512,-0.003214439,-0.003183113,-0.003430597,244.5474
-31.01932,41.12931,-2.90918,-0.0019384720000000001,-0.000792321,-0.00035516899999999996,383.4975
18.96492,37.45517,21.68851,-0.004055843,0.002297168,0.004708019,454.3276
-34.96064,-42.76551,25.72738,-0.001213362,0.00241111,0.000161472,424.5416
-17.7317,-46.1164,28.65521,0.003949919,0.001446035,0.001053483,184.5345
4.44119,47.70359,49.33852,-0.001030491,-0.003330556,0.004398739,125.5894
18.70739,9.24382,19.05063,0.001833915,-0.002317754,-0.0008699189999999999,6.4838
28.89338,6.87781,-45.2225,-0.004468818,-0.004069877,-0.001385231,257.3279
-48.79117,-38.19831,25.85565,0.003872444,0.003704493,-0.000558269,283.1545
-27.47329,-4.87731,44.84059,-0.002123249,0.004631602,0.001156434,135.2667
-20.73508,45.2641,-38.14304,-0.000214412,0.004343148,0.001964318,266.0419
-48.43666,-44.50745,-28.05908,-0.003887453,0.001864177,0.002591036,166.34150000000002
47.03033,17.12197,-40.89456,-0.003969826,-0.0036810000000000002,-0.002901654,342.36870000000005
6.12417,49.46821,-46.73118,-0.0034085079999999998,0.002069122,-0.004258779,195.4826
0.23881,33.63014,20.15022,0.0027737179999999997,0.004028645,-0.004068132,253.9161
-43.01689,0.47671,-22.8388,0.003833054,0.001807467,0.0031454910000000003,298.9843
-8.35496,43.8814,-43.84435,-0.003377562,0.002477438,-0.004808429,298.2342
-21.85776,15.39504,26.91254,0.003410688,-0.002583671,0.0005496909999999999,32.8555
3.94106,13.32196,36.87883,0.001319444,-0.000535428,-0.0032621290000000003,407.04549999999995
40.6774,-23.80463,-1.75162,-0.004116308999999999,-0.004244175,0.004930884,307.9691
2.78807,12.08608,-34.49577,0.004743495,-0.001765924,0.000369527,185.7131
21.33063,2.06849,-13.5283,-0.002769405,0.0011788159999999998,0.00491712,239.30859999999998
18.90703,-7.06976,46.69977,0.001786317,0.003046091,-0.0038636470000000004,188.1242
-23.87644,11.02701,17.77139,-0.00175078,0.004811287,0.0009744329999999999,384.9288
-8.44637,-3.16783,-4.165,0.003156351,-0.002081332,-0.0020316189999999997,423.5447
7.65081,6.05276,-23.63731,-0.0025369959999999997,-0.002844044,-0.0031538119999999998,26.101200000000002
-24.76807,-43.60999,38.13282,-0.00146525,0.001704654,0.000483673,77.9237
48.18892,32.45048,-18.82775,0.001224112,0.0028069189999999997,-0.001161373,160.8519
